model,J,M,M_cluster_complete,tail_mode,cell_shape,rx,ry,distance,lambda_xx_cell_lower,lambda_xx0,lambda_xx_finite,lambda_xxx_finite,lambda_xxy_finite,lambda_xx_tail_energy,lambda_xx_tail_bound,old_dirichlet_tail_energy,M_xxx,M_xxy,Rxx1_lower,Rxx2_lower,Jxx1_lower,Jxx2_lower,success,cluster_complete,rigorous_flag
symmetry_x_even,30,5,True,neumann_corrected_tail,omega_up,0.0,0.0,0.0,-17.142481704878627,-17.142481704878627,36.393407478299366,7.201517969142668e-13,-75.02124572679011,25.49328056341809,26.767944591588996,59.98661458062692,2225.2719496651343,2960.882491138505,-12.820992204969132,-12.822561881283685,-20.243904525136564,-20.245474201451117,False,True,exploratory_double
symmetry_x_even,30,5,True,neumann_corrected_tail,square,0.0,0.0,0.0,-17.142481704878627,-17.142481704878627,36.393407478299366,7.201517969142668e-13,-75.02124572679011,25.49328056341809,26.767944591588996,59.98661458062692,2225.2719496651343,2960.882491138505,-12.820992204969132,-12.822561881283685,-20.243904525136564,-20.245474201451117,False,True,exploratory_double
signed_xxy,30,5,True,neumann_corrected_tail,x_only,0.0,0.0,0.0,-17.142481704878627,-17.142481704878627,36.393407478299366,7.201517969142668e-13,-75.02124572679011,25.49328056341809,26.767944591588996,59.98661458062692,2225.2719496651343,2960.882491138505,-12.820992204969132,-12.822561881283685,-20.243904525136564,-20.245474201451117,False,True,exploratory_double
signed_xxy,30,5,True,neumann_corrected_tail,y_only,0.0,0.0,0.0,-17.142481704878627,-17.142481704878627,36.393407478299366,7.201517969142668e-13,-75.02124572679011,25.49328056341809,26.767944591588996,59.98661458062692,2225.2719496651343,2960.882491138505,-12.820992204969132,-12.822561881283685,-20.243904525136564,-20.245474201451117,False,True,exploratory_double
signed_xxy,30,5,True,neumann_corrected_tail,omega_up,0.0,0.0,0.0,-17.142481704878627,-17.142481704878627,36.393407478299366,7.201517969142668e-13,-75.02124572679011,25.49328056341809,26.767944591588996,59.98661458062692,2225.2719496651343,2960.882491138505,-12.820992204969132,-12.822561881283685,-20.243904525136564,-20.245474201451117,False,True,exploratory_double
signed_xxy,30,5,True,neumann_corrected_tail,square,0.0,0.0,0.0,-17.142481704878627,-17.142481704878627,36.393407478299366,7.201517969142668e-13,-75.02124572679011,25.49328056341809,26.767944591588996,59.98661458062692,2225.2719496651343,2960.882491138505,-12.820992204969132,-12.822561881283685,-20.243904525136564,-20.245474201451117,False,True,exploratory_double
symmetry_x_even,30,6,False,neumann_corrected_tail,x_only,0.0,0.0,0.0,-17.142481704878627,-17.142481704878627,36.393407478299366,7.201517969142668e-13,-75.02124572679011,25.49328056341809,26.767944591588996,59.98661458062692,2225.2719496651343,2960.882491138505,-12.820992204969132,-12.822561881283685,-20.243904525136564,-20.245474201451117,False,True,exploratory_double
symmetry_x_even,30,6,False,neumann_corrected_tail,y_only,0.0,0.0,0.0,-17.142481704878627,-17.142481704878627,36.393407478299366,7.201517969142668e-13,-75.02124572679011,25.49328056341809,26.767944591588996,59.98661458062692,2225.2719496651343,2960.882491138505,-12.820992204969132,-12.822561881283685,-20.243904525136564,-20.245474201451117,False,True,exploratory_double
symmetry_x_even,30,6,False,neumann_corrected_tail,omega_up,0.0,0.0,0.0,-17.142481704878627,-17.142481704878627,36.393407478299366,7.201517969142668e-13,-75.02124572679011,25.49328056341809,26.767944591588996,59.98661458062692,2225.2719496651343,2960.882491138505,-12.820992204969132,-12.822561881283685,-20.243904525136564,-20.245474201451117,False,True,exploratory_double
symmetry_x_even,30,6,False,neumann_corrected_tail,square,0.0,0.0,0.0,-17.142481704878627,-17.142481704878627,36.393407478299366,7.201517969142668e-13,-75.02124572679011,25.49328056341809,26.767944591588996,59.98661458062692,2225.2719496651343,2960.882491138505,-12.820992204969132,-12.822561881283685,-20.243904525136564,-20.245474201451117,False,True,exploratory_double
signed_xxy,30,6,False,neumann_corrected_tail,x_only,0.0,0.0,0.0,-17.142481704878627,-17.142481704878627,36.393407478299366,7.201517969142668e-13,-75.02124572679011,25.49328056341809,26.767944591588996,59.98661458062692,2225.2719496651343,2960.882491138505,-12.820992204969132,-12.822561881283685,-20.243904525136564,-20.245474201451117,False,True,exploratory_double
signed_xxy,30,6,False,neumann_corrected_tail,y_only,0.0,0.0,0.0,-17.142481704878627,-17.142481704878627,36.393407478299366,7.201517969142668e-13,-75.02124572679011,25.49328056341809,26.767944591588996,59.98661458062692,2225.2719496651343,2960.882491138505,-12.820992204969132,-12.822561881283685,-20.243904525136564,-20.245474201451117,False,True,exploratory_double
signed_xxy,30,6,False,neumann_corrected_tail,omega_up,0.0,0.0,0.0,-17.142481704878627,-17.142481704878627,36.393407478299366,7.201517969142668e-13,-75.02124572679011,25.49328056341809,26.767944591588996,59.98661458062692,2225.2719496651343,2960.882491138505,-12.820992204969132,-12.822561881283685,-20.243904525136564,-20.245474201451117,False,True,exploratory_double
signed_xxy,30,6,False,neumann_corrected_tail,square,0.0,0.0,0.0,-17.142481704878627,-17.142481704878627,36.393407478299366,7.201517969142668e-13,-75.02124572679011,25.49328056341809,26.767944591588996,59.98661458062692,2225.2719496651343,2960.882491138505,-12.820992204969132,-12.822561881283685,-20.243904525136564,-20.245474201451117,False,True,exploratory_double
symmetry_x_even,30,7,True,neumann_corrected_tail,x_only,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
symmetry_x_even,30,7,True,neumann_corrected_tail,y_only,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
symmetry_x_even,30,7,True,neumann_corrected_tail,omega_up,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
symmetry_x_even,30,7,True,neumann_corrected_tail,square,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
signed_xxy,30,7,True,neumann_corrected_tail,x_only,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
signed_xxy,30,7,True,neumann_corrected_tail,y_only,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
signed_xxy,30,7,True,neumann_corrected_tail,omega_up,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
signed_xxy,30,7,True,neumann_corrected_tail,square,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
symmetry_x_even,30,8,False,neumann_corrected_tail,x_only,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
symmetry_x_even,30,8,False,neumann_corrected_tail,y_only,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
symmetry_x_even,30,8,False,neumann_corrected_tail,omega_up,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
symmetry_x_even,30,8,False,neumann_corrected_tail,square,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
signed_xxy,30,8,False,neumann_corrected_tail,x_only,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
signed_xxy,30,8,False,neumann_corrected_tail,y_only,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
signed_xxy,30,8,False,neumann_corrected_tail,omega_up,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
signed_xxy,30,8,False,neumann_corrected_tail,square,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
symmetry_x_even,30,9,True,neumann_corrected_tail,x_only,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
symmetry_x_even,30,9,True,neumann_corrected_tail,y_only,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
symmetry_x_even,30,9,True,neumann_corrected_tail,omega_up,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
symmetry_x_even,30,9,True,neumann_corrected_tail,square,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
signed_xxy,30,9,True,neumann_corrected_tail,x_only,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
signed_xxy,30,9,True,neumann_corrected_tail,y_only,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
signed_xxy,30,9,True,neumann_corrected_tail,omega_up,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
signed_xxy,30,9,True,neumann_corrected_tail,square,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
symmetry_x_even,30,10,True,neumann_corrected_tail,x_only,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
symmetry_x_even,30,10,True,neumann_corrected_tail,y_only,0.0,0.0,0.0,9.783495598877394,9.783495598877394,36.393407478299366,7.201517969142668e-13,-75.02124572679011,12.671386609248557,13.304955939710986,59.98661458062692,1888.6528354515472,2689.5237138349826,-12.820992204969132,-12.822561881283685,-8.584614341748594,-8.586184018063147,False,True,exploratory_double
